province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Saitama,Japan,2021-12-03,35.997101,139.347635,POINT(139.347635 35.997101),115867,1057,,,,,"Saitama, Japan"
Shiga,Japan,2021-12-03,35.215827000000012,136.13806399999999,POINT(136.138064 35.215827),12433,104,,,,,"Shiga, Japan"
Shimane,Japan,2021-12-03,35.07076,132.55406399999998,POINT(132.554064 35.07076),1733,5,,,,,"Shimane, Japan"
Shizuoka,Japan,2021-12-03,34.916975,138.40778400000002,POINT(138.407784 34.916975),26797,209,,,,,"Shizuoka, Japan"
Tochigi,Japan,2021-12-03,36.689912,139.819213,POINT(139.819213 36.689912),15487,117,,,,,"Tochigi, Japan"
Tokushima,Japan,2021-12-03,33.919178,134.242091,POINT(134.242091 33.919178),3291,66,,,,,"Tokushima, Japan"
Tokyo,Japan,2021-12-03,35.711343,139.446921,POINT(139.446921 35.711343),382221,3168,,,,,"Tokyo, Japan"
Tottori,Japan,2021-12-03,35.359069,133.863619,POINT(133.863619 35.359069),1669,5,,,,,"Tottori, Japan"
Toyama,Japan,2021-12-03,36.637464,137.26934599999998,POINT(137.269346 36.637464),4868,52,,,,,"Toyama, Japan"
Unknown,Japan,2021-12-03,,,,8,0,,,,,"Unknown, Japan"
Wakayama,Japan,2021-12-03,33.911879,135.505446,POINT(135.505446 33.911879),5303,62,,,,,"Wakayama, Japan"
Yamagata,Japan,2021-12-03,38.448396,140.102154,POINT(140.102154 38.448396),3593,56,,,,,"Yamagata, Japan"
Yamaguchi,Japan,2021-12-03,34.201190000000004,131.573293,POINT(131.573293 34.20119),5792,93,,,,,"Yamaguchi, Japan"
Yamanashi,Japan,2021-12-03,35.612364,138.61148899999998,POINT(138.611489 35.612364),5156,29,,,,,"Yamanashi, Japan"
Anhui,China,2022-06-18,31.8257,117.2264,POINT(117.2264 31.8257),1065,6,,,,,"Anhui, China"
Beijing,China,2022-06-18,40.1824,116.4142,POINT(116.4142 40.1824),3647,9,,,,,"Beijing, China"
Chongqing,China,2022-06-18,30.0572,107.874,POINT(107.874 30.0572),721,6,,,,,"Chongqing, China"
Fujian,China,2022-06-18,26.0789,117.9874,POINT(117.9874 26.0789),3372,1,,,,,"Fujian, China"
Gansu,China,2022-06-18,35.7518,104.2861,POINT(104.2861 35.7518),681,2,,,,,"Gansu, China"
Guangdong,China,2022-06-18,23.3417,113.4244,POINT(113.4244 23.3417),7368,8,,,,,"Guangdong, China"
Guangxi,China,2022-06-18,23.8298,108.7881,POINT(108.7881 23.8298),1649,2,,,,,"Guangxi, China"
Guizhou,China,2022-06-18,26.8154,106.8748,POINT(106.8748 26.8154),185,2,,,,,"Guizhou, China"
Hainan,China,2022-06-18,19.1959,109.7453,POINT(109.7453 19.1959),288,6,,,,,"Hainan, China"
Hebei,China,2022-06-18,37.8957,114.9042,POINT(114.9042 37.8957),2007,7,,,,,"Hebei, China"
Heilongjiang,China,2022-06-18,47.862,127.7615,POINT(127.7615 47.862),2987,13,,,,,"Heilongjiang, China"
Henan,China,2022-06-18,33.882,113.614,POINT(113.614 33.882),3183,22,,,,,"Henan, China"
Hong Kong,China,2022-06-18,22.3,114.2,POINT(114.2 22.3),1225408,9393,,,,,"Hong Kong, China"
Hubei,China,2022-06-18,30.9756,112.2707,POINT(112.2707 30.9756),68401,4512,,,,,"Hubei, China"
Hunan,China,2022-06-18,27.6104,111.7088,POINT(111.7088 27.6104),1400,4,,,,,"Hunan, China"
Inner Mongolia,China,2022-06-18,44.0935,113.9448,POINT(113.9448 44.0935),2079,1,,,,,"Inner Mongolia, China"
Jiangsu,China,2022-06-18,32.9711,119.455,POINT(119.455 32.9711),2239,0,,,,,"Jiangsu, China"
Jiangxi,China,2022-06-18,27.614,115.7221,POINT(115.7221 27.614),1383,1,,,,,"Jiangxi, China"
Jilin,China,2022-06-18,43.6661,126.1923,POINT(126.1923 43.6661),40293,5,,,,,"Jilin, China"
Liaoning,China,2022-06-18,41.2956,122.6085,POINT(122.6085 41.2956),1718,2,,,,,"Liaoning, China"
Macau,China,2022-06-18,22.1667,113.55,POINT(113.55 22.1667),83,0,,,,,"Macau, China"
Ningxia,China,2022-06-18,37.2692,106.1655,POINT(106.1655 37.2692),122,0,,,,,"Ningxia, China"
Qinghai,China,2022-06-18,35.7452,95.9956,POINT(95.9956 35.7452),147,0,,,,,"Qinghai, China"
Shaanxi,China,2022-06-18,35.1917,108.8701,POINT(108.8701 35.1917),3307,3,,,,,"Shaanxi, China"
Shandong,China,2022-06-18,36.3427,118.1498,POINT(118.1498 36.3427),2748,7,,,,,"Shandong, China"
Shanghai,China,2022-06-18,31.202,121.4491,POINT(121.4491 31.202),63164,595,,,,,"Shanghai, China"
Shanxi,China,2022-06-18,37.5777,112.2922,POINT(112.2922 37.5777),423,0,,,,,"Shanxi, China"
Sichuan,China,2022-06-18,30.6171,102.7103,POINT(102.7103 30.6171),2363,3,,,,,"Sichuan, China"
Tianjin,China,2022-06-18,39.3054,117.323,POINT(117.323 39.3054),1985,3,,,,,"Tianjin, China"
Tibet,China,2022-06-18,31.6927,88.0924,POINT(88.0924 31.6927),1,0,,,,,"Tibet, China"
Unknown,China,2022-06-18,,,,661958,0,,,,,"Unknown, China"
Xinjiang,China,2022-06-18,41.1129,85.2401,POINT(85.2401 41.1129),1008,3,,,,,"Xinjiang, China"
Yunnan,China,2022-06-18,24.974,101.487,POINT(101.487 24.974),2162,2,,,,,"Yunnan, China"
Zhejiang,China,2022-06-18,29.1832,120.0934,POINT(120.0934 29.1832),3147,1,,,,,"Zhejiang, China"
Aichi,Japan,2022-06-18,35.035551,137.211621,POINT(137.211621 35.035551),559720,2090,,,,,"Aichi, Japan"
Akita,Japan,2022-06-18,39.748679,140.408228,POINT(140.408228 39.748679),31699,70,,,,,"Akita, Japan"
Aomori,Japan,2022-06-18,40.781541,140.828896,POINT(140.828896 40.781541),61234,108,,,,,"Aomori, Japan"
Chiba,Japan,2022-06-18,35.510141,140.198917,POINT(140.198917 35.510141),457741,1787,,,,,"Chiba, Japan"
Ehime,Japan,2022-06-18,33.624835,132.856842,POINT(132.856842 33.624835),42370,140,,,,,"Ehime, Japan"
Fukui,Japan,2022-06-18,35.846614,136.224654,POINT(136.224654 35.846614),37673,45,,,,,"Fukui, Japan"
Fukuoka,Japan,2022-06-18,33.526032,130.666949,POINT(130.666949 33.526032),439372,1265,,,,,"Fukuoka, Japan"
Fukushima,Japan,2022-06-18,37.378867,140.223295,POINT(140.223295 37.378867),65581,223,,,,,"Fukushima, Japan"
Gifu,Japan,2022-06-18,35.778671,137.055925,POINT(137.055925 35.778671),105359,343,,,,,"Gifu, Japan"
Gunma,Japan,2022-06-18,36.504479,138.985605,POINT(138.985605 36.504479),96987,321,,,,,"Gunma, Japan"
Hiroshima,Japan,2022-06-18,34.605309,132.788719,POINT(132.788719 34.605309),165089,494,,,,,"Hiroshima, Japan"
Hokkaido,Japan,2022-06-18,43.385711,142.552318,POINT(142.552318 43.385711),374770,2088,,,,,"Hokkaido, Japan"
Hyogo,Japan,2022-06-18,35.039913,134.828057,POINT(134.828057 35.039913),436492,2244,,,,,"Hyogo, Japan"
Ibaraki,Japan,2022-06-18,36.303588,140.319591,POINT(140.319591 36.303588),162590,441,,,,,"Ibaraki, Japan"
Ishikawa,Japan,2022-06-18,36.769464,136.771027,POINT(136.771027 36.769464),58743,197,,,,,"Ishikawa, Japan"
Iwate,Japan,2022-06-18,39.593287,141.361777,POINT(141.361777 39.593287),37173,96,,,,,"Iwate, Japan"
Kagawa,Japan,2022-06-18,34.217292,133.969047,POINT(133.969047 34.217292),49962,128,,,,,"Kagawa, Japan"
Kagoshima,Japan,2022-06-18,31.009484,130.430665,POINT(130.430665 31.009484),89548,208,,,,,"Kagoshima, Japan"
Kanagawa,Japan,2022-06-18,35.415312,139.338983,POINT(139.338983 35.415312),768717,2219,,,,,"Kanagawa, Japan"
Kochi,Japan,2022-06-18,33.422519,133.367307,POINT(133.367307 33.422519),29405,114,,,,,"Kochi, Japan"
Kumamoto,Japan,2022-06-18,32.608154,130.745231,POINT(130.745231 32.608154),104894,300,,,,,"Kumamoto, Japan"
Kyoto,Japan,2022-06-18,35.253815,135.443341,POINT(135.443341 35.253815),208805,734,,,,,"Kyoto, Japan"
Mie,Japan,2022-06-18,34.508018,136.376013,POINT(136.376013 34.508018),85141,306,,,,,"Mie, Japan"
Miyagi,Japan,2022-06-18,38.446859,140.927086,POINT(140.927086 38.446859),91574,198,,,,,"Miyagi, Japan"
Miyazaki,Japan,2022-06-18,32.193204,131.299374,POINT(131.299374 32.193204),56301,145,,,,,"Miyazaki, Japan"
Nagano,Japan,2022-06-18,36.132134,138.045528,POINT(138.045528 36.132134),76394,203,,,,,"Nagano, Japan"
Nagasaki,Japan,2022-06-18,33.235712,129.608033,POINT(129.608033 33.235712),63014,124,,,,,"Nagasaki, Japan"
Nara,Japan,2022-06-18,34.317451,135.871644,POINT(135.871644 34.317451),93352,390,,,,,"Nara, Japan"
Niigata,Japan,2022-06-18,37.521819,138.918647,POINT(138.918647 37.521819),74392,91,,,,,"Niigata, Japan"
Oita,Japan,2022-06-18,33.200697,131.43324,POINT(131.43324 33.200697),56625,164,,,,,"Oita, Japan"
Okayama,Japan,2022-06-18,34.89246,133.826252,POINT(133.826252 34.89246),102594,250,,,,,"Okayama, Japan"
Okinawa,Japan,2022-06-18,25.768923,126.668016,POINT(126.668016 25.768923),237857,480,,,,,"Okinawa, Japan"
Osaka,Japan,2022-06-18,34.620965,135.507481,POINT(135.507481 34.620965),997475,5102,,,,,"Osaka, Japan"
Port Quarantine,Japan,2022-06-18,,,,4463,4,,,,,"Port Quarantine, Japan"
Saga,Japan,2022-06-18,33.286977,130.115738,POINT(130.115738 33.286977),54701,107,,,,,"Saga, Japan"
Saitama,Japan,2022-06-18,35.997101,139.347635,POINT(139.347635 35.997101),561397,1653,,,,,"Saitama, Japan"
Shiga,Japan,2022-06-18,35.215827,136.138064,POINT(136.138064 35.215827),93559,221,,,,,"Shiga, Japan"
Shimane,Japan,2022-06-18,35.07076,132.554064,POINT(132.554064 35.07076),17610,16,,,,,"Shimane, Japan"
Shizuoka,Japan,2022-06-18,34.916975,138.407784,POINT(138.407784 34.916975),176178,420,,,,,"Shizuoka, Japan"
Tochigi,Japan,2022-06-18,36.689912,139.819213,POINT(139.819213 36.689912),92979,274,,,,,"Tochigi, Japan"
Tokushima,Japan,2022-06-18,33.919178,134.242091,POINT(134.242091 33.919178),23620,85,,,,,"Tokushima, Japan"
Tokyo,Japan,2022-06-18,35.711343,139.446921,POINT(139.446921 35.711343),1571719,4557,,,,,"Tokyo, Japan"
Tottori,Japan,2022-06-18,35.359069,133.863619,POINT(133.863619 35.359069),15811,20,,,,,"Tottori, Japan"
Toyama,Japan,2022-06-18,36.637464,137.269346,POINT(137.269346 36.637464),39064,94,,,,,"Toyama, Japan"
Unknown,Japan,2022-06-18,,,,8,0,,,,,"Unknown, Japan"
Wakayama,Japan,2022-06-18,33.911879,135.505446,POINT(135.505446 33.911879),43465,118,,,,,"Wakayama, Japan"
Yamagata,Japan,2022-06-18,38.448396,140.102154,POINT(140.102154 38.448396),29734,96,,,,,"Yamagata, Japan"
Yamaguchi,Japan,2022-06-18,34.20119,131.573293,POINT(131.573293 34.20119),47585,178,,,,,"Yamaguchi, Japan"
Yamanashi,Japan,2022-06-18,35.612364,138.611489,POINT(138.611489 35.612364),33918,68,,,,,"Yamanashi, Japan"
Anhui,China,2020-12-19,31.8257,117.2264,POINT(117.2264 31.8257),992,6,986,0,,,"Anhui, China"
Beijing,China,2020-12-19,40.1824,116.4142,POINT(116.4142 40.1824),961,9,940,12,,,"Beijing, China"
Chongqing,China,2020-12-19,30.0572,107.874,POINT(107.874 30.0572),590,6,584,0,,,"Chongqing, China"
Fujian,China,2020-12-19,26.0789,117.9874,POINT(117.9874 26.0789),505,1,478,26,,,"Fujian, China"
Gansu,China,2020-12-19,35.7518,104.2861,POINT(104.2861 35.7518),182,2,180,0,,,"Gansu, China"
Guangdong,China,2020-12-19,23.3417,113.4244,POINT(113.4244 23.3417),2028,8,1979,41,,,"Guangdong, China"
Guangxi,China,2020-12-19,23.8298,108.7881,POINT(108.7881 23.8298),264,2,261,1,,,"Guangxi, China"
Guizhou,China,2020-12-19,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0,,,"Guizhou, China"
Hainan,China,2020-12-19,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0,,,"Hainan, China"
Hebei,China,2020-12-19,37.8957,114.9042,POINT(114.9042 37.8957),373,6,367,0,,,"Hebei, China"
Heilongjiang,China,2020-12-19,47.862,127.7615,POINT(127.7615 47.862),960,13,936,11,,,"Heilongjiang, China"
Henan,China,2020-12-19,33.882,113.614,POINT(113.614 33.882),1297,22,1269,6,,,"Henan, China"
Hong Kong,China,2020-12-19,22.3,114.2,POINT(114.2 22.3),8078,129,6737,1212,,,"Hong Kong, China"
Hubei,China,2020-12-19,30.9756,112.2707,POINT(112.2707 30.9756),68149,4512,63637,0,,,"Hubei, China"
Hunan,China,2020-12-19,27.6104,111.7088,POINT(111.7088 27.6104),1020,4,1016,0,,,"Hunan, China"
Inner Mongolia,China,2020-12-19,44.0935,113.9448,POINT(113.9448 44.0935),344,1,326,17,,,"Inner Mongolia, China"
Jiangsu,China,2020-12-19,32.9711,119.455,POINT(119.455 32.9711),684,0,678,6,,,"Jiangsu, China"
Jiangxi,China,2020-12-19,27.614,115.7221,POINT(115.7221 27.614),935,1,934,0,,,"Jiangxi, China"
Jilin,China,2020-12-19,43.6661,126.1923,POINT(126.1923 43.6661),157,2,155,0,,,"Jilin, China"
Liaoning,China,2020-12-19,41.2956,122.6085,POINT(122.6085 41.2956),291,2,287,2,,,"Liaoning, China"
Macau,China,2020-12-19,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0,,,"Macau, China"
Ningxia,China,2020-12-19,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0,,,"Ningxia, China"
